Author-abbrv;Title-abbrv;shortauthor;origtitle;shorthand;bibtexkey;author;maintitle;title;origlanguage;year;number;volume;translator;editor;entry
Athan.;fuga;Athanasios;Apologia de fuga sua;Athan. fuga;Athan_fuga;;;;;;;;;;@Book{Athan_fuga,author ={}, title ={Apologia de fuga sua}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Apologia de fuga sua}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Athan. fuga}, shortauthor = {Athanasios}, keywords = {ancient}, options = {antik},}
Athan.;hist. Ar.;Athanasios;Istoria Arianorum ad monachos;Athan. hist. Ar.;Athan_hist_Ar;;;;;;;;;;@Book{Athan_hist_Ar,author ={}, title ={Istoria Arianorum ad monachos}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Istoria Arianorum ad monachos}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Athan. hist. Ar.}, shortauthor = {Athanasios}, keywords = {ancient}, options = {antik},}
Athen.;;Athenaios;;Athen.;Athen;;;;;;;;;;@Book{Athen,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Athen.}, shortauthor = {Athenaios}, keywords = {ancient}, options = {antik},}
Aug.;civ.;Augustinus;de civitate dei;Aug. civ.;Aug_civ;;;;;;;;;;@Book{Aug_civ,author ={}, title ={de civitate dei}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de civitate dei}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. civ.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;conf.;Augustinus;confessiones;Aug. conf.;Aug_conf;;;;;;;;;;@Book{Aug_conf,author ={}, title ={confessiones}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {confessiones}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. conf.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;doct.christ.;Augustinus;de doctrina christiana;Aug. doct.christ.;Aug_doctchrist;;;;;;;;;;@Book{Aug_doctchrist,author ={}, title ={de doctrina christiana}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de doctrina christiana}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. doct.christ.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;epist.;Augustinus;epistulae;Aug. epist.;Aug_epist;;;;;;;;;;@Book{Aug_epist,author ={}, title ={epistulae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. epist.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;retract.;Augustinus;retractationes;Aug. retract.;Aug_retract;;;;;;;;;;@Book{Aug_retract,author ={}, title ={retractationes}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {retractationes}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. retract.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;serm.;Augustinus;sermones;Aug. serm.;Aug_serm;;;;;;;;;;@Book{Aug_serm,author ={}, title ={sermones}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {sermones}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. serm.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;soliloq.;Augustinus;soliloquia;Aug. soliloq.;Aug_soliloq;;;;;;;;;;@Book{Aug_soliloq,author ={}, title ={soliloquia}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {soliloquia}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. soliloq.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aug.;trin.;Augustinus;de trinitate;Aug. trin.;Aug_trin;;;;;;;;;;@Book{Aug_trin,author ={}, title ={de trinitate}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de trinitate}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aug. trin.}, shortauthor = {Augustinus}, keywords = {ancient}, options = {antik},}
Aur. Vict.;;Aurelius Victor;;Aur. Vict.;Aur_Vict;;;;;;;;;;@Book{Aur_Vict,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Aur. Vict.}, shortauthor = {Aurelius Victor}, keywords = {ancient}, options = {antik},}
Auson.;Mos.;Ausonius;Mosella;Auson. Mos.;Auson_Mos;;;;;;;;;;@Book{Auson_Mos,author ={}, title ={Mosella}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Mosella}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Auson. Mos.}, shortauthor = {Ausonius}, keywords = {ancient}, options = {antik},}
Auson.;urb.;Ausonius;ordo nobilium urbium;Auson. urb.;Auson_urb;;;;;;;;;;@Book{Auson_urb,author ={}, title ={ordo nobilium urbium}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {ordo nobilium urbium}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Auson. urb.}, shortauthor = {Ausonius}, keywords = {ancient}, options = {antik},}
Avien.;;Avienus;;Avien.;Avien;;;;;;;;;;@Book{Avien,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Avien.}, shortauthor = {Avienus}, keywords = {ancient}, options = {antik},}
Babr.;;Babrios;;Babr.;Babr;;;;;;;;;;@Book{Babr,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Babr.}, shortauthor = {Babrios}, keywords = {ancient}, options = {antik},}
Bakchyl.;;Bakchylides;;Bakchyl.;Bakchyl;;;;;;;;;;@Book{Bakchyl,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Bakchyl.}, shortauthor = {Bakchylides}, keywords = {ancient}, options = {antik},}
Boeth.;;Boethius;;Boeth.;Boeth;;;;;;;;;;@Book{Boeth,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Boeth.}, shortauthor = {Boethius}, keywords = {ancient}, options = {antik},}
Iul. Vict.;Rhet.;C. Iulius Victor;ars rhetorica;Iul. Vict. Rhet.;Iul_Vict_Rhet;;;;;;;;;;@Book{Iul_Vict_Rhet,author ={}, title ={ars rhetorica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {ars rhetorica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Iul. Vict. Rhet.}, shortauthor = {C. Iulius Victor}, keywords = {ancient}, options = {antik},}
Caes.;civ.;Caesar;de bello civili;Caes. civ.;Caes_civ;;;;;;;;;;@Book{Caes_civ,author ={}, title ={de bello civili}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de bello civili}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Caes. civ.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},}
Caes.;Gall.;Caesar;de bello Gallico;Caes. Gall.;Caes_Gall;;;;;;;;;;@Book{Caes_Gall,author ={}, title ={de bello Gallico}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de bello Gallico}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Caes. Gall.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},}
Caes.;Bell. Afr.;Caesar;Bellum Africum (Ps.-Caes.);Caes. Bell. Afr.;Caes_Bell_Afr;;;;;;;;;;@Book{Caes_Bell_Afr,author ={}, title ={Bellum Africum (Ps.-Caes.)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Bellum Africum (Ps.-Caes.)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Caes. Bell. Afr.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},}
Caes.;Bell. Alex.;Caesar;Bellum Alexandrinum (Ps.-Caes.);Caes. Bell. Alex.;Caes_Bell_Alex;;;;;;;;;;@Book{Caes_Bell_Alex,author ={}, title ={Bellum Alexandrinum (Ps.-Caes.)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Bellum Alexandrinum (Ps.-Caes.)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Caes. Bell. Alex.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},}
Caes.;Bell. Hisp.;Caesar;Bellum Hispaniense (Ps.-Caes.);Caes. Bell. Hisp.;Caes_Bell_Hisp;;;;;;;;;;@Book{Caes_Bell_Hisp,author ={}, title ={Bellum Hispaniense (Ps.-Caes.)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Bellum Hispaniense (Ps.-Caes.)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Caes. Bell. Hisp.}, shortauthor = {Caesar}, keywords = {ancient}, options = {antik},}
Cassiod. inst.;;Cassiodorus;institutiones variae;Cassiod. inst.;Cassiod_inst;;;;;;;;;;@Book{Cassiod_inst,author ={}, title ={institutiones variae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {institutiones variae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cassiod. inst.}, shortauthor = {Cassiodorus}, keywords = {ancient}, options = {antik},}
Cass. Dio;;Cassius Dio;;Cass. Di.;Cass_Di;;;;;;;;;;@Book{Cass_Di,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cass. Di.}, shortauthor = {Cassius Dio}, keywords = {ancient}, options = {antik},}
Cato;agr.;Cato;de agri cultura;Cato agr.;Cato_agr;;;;;;;;;;@Book{Cato_agr,author ={}, title ={de agri cultura}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de agri cultura}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cato agr.}, shortauthor = {Cato}, keywords = {ancient}, options = {antik},}
Cato;Orig.;Cato;origines;Cato Orig.;Cato_Orig;;;;;;;;;;@Book{Cato_Orig,author ={}, title ={origines}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {origines}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cato Orig.}, shortauthor = {Cato}, keywords = {ancient}, options = {antik},}
Catull.;;Catullus;carmina;Catull.;Catull;;;Catullus. Tibullus. Pervigilium Veneris;latin;1913;6;;F. W. Cornish and J. P. Postgate and J. W. Mackail;;@Book{Catull,author ={}, title ={carmina}, publisher = HUP, location = {Cambridge, MA and London}, year = {1913}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {carmina}, origlanguage = {latin}, translator = {F. W. Cornish and J. P. Postgate and J. W. Mackail}, editor = {}, shorthand = {Catull.}, shortauthor = {Catullus}, keywords = {ancient}, options = {antik},}
Cens.;;Censorinus;de die natali;Cens.;Cens;;;;;;;;;;@Book{Cens,author ={}, title ={de die natali}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de die natali}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cens.}, shortauthor = {Censorinus}, keywords = {ancient}, options = {antik},}
Cic.;ac. 1;Cicero;Academicorum posteriorum liber 1;Cic. ac. 1;Cic_ac_1;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_ac_1,author ={Tullius Cicero, Marcus}, title ={Academicorum posteriorum liber 1}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Academicorum posteriorum liber 1}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. ac. 1}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;ac. 2;Cicero;Lucullus sive Academicorum priorum liber 2;Cic. ac. 2;Cic_ac_2;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_ac_2,author ={Tullius Cicero, Marcus}, title ={Lucullus sive Academicorum priorum liber 2}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Lucullus sive Academicorum priorum liber 2}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. ac. 2}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;ad. Brut.;Cicero;epistulae ad Brutum;Cic. ad. Brut.;Cic_ad_Brut;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_ad_Brut,author ={Tullius Cicero, Marcus}, title ={epistulae ad Brutum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae ad Brutum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. ad. Brut.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;ad Q. fr.;Cicero;ad Quintum fratrem;Cic. ad Q. fr.;Cic_ad_Q_fr;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_ad_Q_fr,author ={Tullius Cicero, Marcus}, title ={ad Quintum fratrem}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {ad Quintum fratrem}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. ad Q. fr.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Arat.;Cicero;Aratea;Cic. Arat.;Cic_Arat;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Arat,author ={Tullius Cicero, Marcus}, title ={Aratea}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Aratea}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Arat.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Arch.;Cicero;pro Archia poeta;Cic. Arch.;Cic_Arch;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Arch,author ={Tullius Cicero, Marcus}, title ={pro Archia poeta}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro Archia poeta}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Arch.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Att.;Cicero;epistulae ad Atticum;Cic. Att.;Cic_Att;Tullius Cicero, Marcus;;;;1999;7—8;I—II;Shackleton Bailey ,David Ro.;Shackleton Bailey ,David Ro.;@Book{Cic_Att,author ={Tullius Cicero, Marcus}, title ={epistulae ad Atticum}, publisher = HUP, location = {Cambridge, MA and London}, year = {1999}, volume = {I—II}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae ad Atticum}, origlanguage = {}, translator = {Shackleton Bailey ,David Ro.}, editor = {Shackleton Bailey ,David Ro.}, shorthand = {Cic. Att.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Balb.;Cicero;pro L. Balbo;Cic. Balb.;Cic_Balb;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Balb,author ={Tullius Cicero, Marcus}, title ={pro L. Balbo}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro L. Balbo}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Balb.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Brut.;Cicero;Brutus;Cic. Brut.;Cic_Brut;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Brut,author ={Tullius Cicero, Marcus}, title ={Brutus}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Brutus}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Brut.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Caecin.;Cicero;pro A. Caecina;Cic. Caecin.;Cic_Caecin;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Caecin,author ={Tullius Cicero, Marcus}, title ={pro A. Caecina}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro A. Caecina}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Caecin.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Cael.;Cicero;pro M. Caelio;Cic. Cael.;Cic_Cael;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Cael,author ={Tullius Cicero, Marcus}, title ={pro M. Caelio}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro M. Caelio}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Cael.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Catil.;Cicero;in Catilinam;Cic. Catil.;Cic_Catil;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Catil,author ={Tullius Cicero, Marcus}, title ={in Catilinam}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {in Catilinam}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Catil.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Cato;Cicero;Cato maior de senectute;Cic. Cato;Cic_Cato;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Cato,author ={Tullius Cicero, Marcus}, title ={Cato maior de senectute}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Cato maior de senectute}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Cato}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Cluent.;Cicero;pro A. Cluentio;Cic. Cluent.;Cic_Cluent;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Cluent,author ={Tullius Cicero, Marcus}, title ={pro A. Cluentio}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro A. Cluentio}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Cluent.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;de orat.;Cicero;de oratore;Cic. de orat.;Cic_de_orat;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_de_orat,author ={Tullius Cicero, Marcus}, title ={de oratore}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de oratore}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. de orat.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Deiot.;Cicero;pro rege Deiotaro;Cic. Deiot.;Cic_Deiot;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Deiot,author ={Tullius Cicero, Marcus}, title ={pro rege Deiotaro}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro rege Deiotaro}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Deiot.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;div.;Cicero;de divinatione;Cic. div.;Cic_div;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_div,author ={Tullius Cicero, Marcus}, title ={de divinatione}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de divinatione}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. div.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;div.in Caec.;Cicero;divinatio in Q. Caecilium;Cic. div.in Caec.;Cic_divin_Caec;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_divin_Caec,author ={Tullius Cicero, Marcus}, title ={divinatio in Q. Caecilium}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {divinatio in Q. Caecilium}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. div.in Caec.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;fam.;Cicero;epistulae ad familiares;Cic. fam.;Cic_fam;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_fam,author ={Tullius Cicero, Marcus}, title ={epistulae ad familiares}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae ad familiares}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. fam.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;fin.;Cicero;de finibus bonorum et malorum;Cic. fin.;Cic_fin;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_fin,author ={Tullius Cicero, Marcus}, title ={de finibus bonorum et malorum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de finibus bonorum et malorum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. fin.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;fat.;Cicero;de fato;Cic. fat.;Cic_fat;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_fat,author ={Tullius Cicero, Marcus}, title ={de fato}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de fato}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. fat.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;fin.;Cicero;de finibus bonorum et malorum;Cic. fin.;Cic_fin;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_fin,author ={Tullius Cicero, Marcus}, title ={de finibus bonorum et malorum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de finibus bonorum et malorum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. fin.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Flacc.;Cicero;pro L. Valerio Flacco;Cic. Flacc.;Cic_Flacc;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Flacc,author ={Tullius Cicero, Marcus}, title ={pro L. Valerio Flacco}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro L. Valerio Flacco}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Flacc.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Font.;Cicero;pro M. Fonteio;Cic. Font.;Cic_Font;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Font,author ={Tullius Cicero, Marcus}, title ={pro M. Fonteio}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {pro M. Fonteio}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Font.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;har. resp.;Cicero;de haruspicum responso;Cic. har. resp.;Cic_har_resp;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_har_resp,author ={Tullius Cicero, Marcus}, title ={de haruspicum responso}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de haruspicum responso}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. har. resp.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;inv.;Cicero;de inventione;Cic. inv.;Cic_inv;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_inv,author ={Tullius Cicero, Marcus}, title ={de inventione}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de inventione}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. inv.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;Lael.;Cicero;Laelius de amicitia;Cic. Lael.;Cic_Lael;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_Lael,author ={Tullius Cicero, Marcus}, title ={Laelius de amicitia}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Laelius de amicitia}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. Lael.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;leg.;Cicero;de legibus;Cic. leg.;Cic_leg;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_leg,author ={Tullius Cicero, Marcus}, title ={de legibus}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de legibus}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. leg.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
Cic.;leg. agr.;Cicero;de lege agraria;Cic. leg. agr.;Cic_leg_agr;Tullius Cicero, Marcus;;;;;;;;;@Book{Cic_leg_agr,author ={Tullius Cicero, Marcus}, title ={de lege agraria}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de lege agraria}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Cic. leg. agr.}, shortauthor = {Cicero}, keywords = {ancient}, options = {antik},}
